Transaction_ID,PR_ID,PO_ID,GR_ID,Invoice_ID,Vendor_ID,Vendor_Name,Category,Department,Quantity,Unit_Price,Total_Amount,PR_Date,PO_Date,Expected_Delivery,GR_Date,Invoice_Date,Payment_Date,PO_Cycle_Days,Delivery_Cycle_Days,Invoice_Cycle_Days,Payment_Cycle_Days,E2E_Cycle_Days,On_Time_Delivery,Invoice_Exception,Month,Month_Num,Quarter
TXN0106,PR0106,PO0106,GR0106,INV0106,V002,GlobalProcure Inc,Consumables,Operations,9,3112.65,28013.85,2024-06-13,2024-06-23,2024-07-17,2024-07-19,2024-07-23,2024-09-10,10,26,4,49,89,False,False,Jun,6,Q2
TXN0107,PR0107,PO0107,GR0107,INV0107,V002,GlobalProcure Inc,Marketing,R&D,45,20814.38,936647.1,2024-08-20,2024-08-29,2024-09-28,2024-10-03,2024-10-07,2024-11-23,9,35,4,47,95,False,False,Aug,8,Q3
TXN0108,PR0108,PO0108,GR0108,INV0108,V007,ZenithSupplies Ltd,Professional Services,Logistics,27,151330.25,4085916.75,2024-07-30,2024-08-05,2024-08-25,2024-08-25,2024-08-28,2024-09-26,6,20,3,29,58,True,False,Jul,7,Q3
TXN0109,PR0109,PO0109,GR0109,INV0109,V002,GlobalProcure Inc,Office Supplies,IT,6,2273.01,13638.06,2024-08-30,2024-09-05,2024-09-16,2024-09-18,2024-09-23,2024-11-12,6,13,5,50,74,False,False,Aug,8,Q3
TXN0110,PR0110,PO0110,GR0110,INV0110,V007,ZenithSupplies Ltd,Software Licenses,Marketing,47,14630.15,687617.05,2024-03-03,2024-03-08,2024-04-03,2024-04-03,2024-04-04,2024-05-05,5,26,1,31,63,True,False,Mar,3,Q1
TXN0111,PR0111,PO0111,GR0111,INV0111,V002,GlobalProcure Inc,Utilities,Procurement,23,26134.34,601089.82,2024-03-20,2024-03-26,2024-04-05,2024-04-10,2024-04-15,2024-06-07,6,15,5,53,79,False,False,Mar,3,Q1
TXN0112,PR0112,PO0112,GR0112,INV0112,V001,TechSupply Pvt Ltd,Consumables,HR,12,3096.07,37152.84,2024-01-14,2024-01-19,2024-02-05,2024-02-05,2024-02-07,2024-03-15,5,17,2,37,61,True,False,Jan,1,Q1
TXN0113,PR0113,PO0113,GR0113,INV0113,V002,GlobalProcure Inc,Raw Materials,Finance,48,26993.65,1295695.2,2024-02-05,2024-02-12,2024-03-03,2024-03-03,2024-03-05,2024-04-24,7,20,2,50,79,True,False,Feb,2,Q1
TXN0114,PR0114,PO0114,GR0114,INV0114,V003,SwiftLogistics Co,IT Equipment,Operations,49,98408.15,4821999.35,2024-02-13,2024-02-15,2024-03-01,2024-03-01,2024-03-05,2024-04-13,2,15,4,39,60,True,False,Feb,2,Q1
TXN0115,PR0115,PO0115,GR0115,INV0115,V009,BrightSource Co,Maintenance,Procurement,8,15771.4,126171.2,2024-07-31,2024-08-02,2024-08-18,2024-08-20,2024-08-25,2024-10-13,2,18,5,49,74,False,False,Jul,7,Q3
TXN0116,PR0116,PO0116,GR0116,INV0116,V010,Pinnacle Supplies,Logistics,R&D,4,5576.53,22306.12,2024-01-24,2024-01-29,2024-02-11,2024-02-16,2024-02-23,2024-03-29,5,18,7,35,65,False,False,Jan,1,Q1
TXN0117,PR0117,PO0117,GR0117,INV0117,V007,ZenithSupplies Ltd,IT Equipment,Logistics,12,32440.07,389280.84,2024-03-02,2024-03-11,2024-04-09,2024-04-09,2024-04-14,2024-05-20,9,29,5,36,79,True,False,Mar,3,Q1
TXN0118,PR0118,PO0118,GR0118,INV0118,V007,ZenithSupplies Ltd,Software Licenses,Finance,2,51377.88,102755.76,2024-02-06,2024-02-08,2024-02-25,2024-02-27,2024-03-03,2024-04-10,2,19,5,38,64,False,False,Feb,2,Q1
TXN0119,PR0119,PO0119,GR0119,INV0119,V001,TechSupply Pvt Ltd,Office Supplies,R&D,21,1024.99,21524.79,2024-05-28,2024-06-07,2024-06-28,2024-07-03,2024-07-06,2024-08-03,10,26,3,28,67,False,True,May,5,Q2
TXN0120,PR0120,PO0120,GR0120,INV0120,V009,BrightSource Co,Software Licenses,R&D,6,45619.0,273714.0,2024-05-04,2024-05-09,2024-06-08,2024-06-08,2024-06-11,2024-07-23,5,30,3,42,80,True,False,May,5,Q2
TXN0121,PR0121,PO0121,GR0121,INV0121,V006,AlphaGoods Pvt Ltd,Office Supplies,Procurement,23,3691.42,84902.66,2024-09-18,2024-09-21,2024-10-05,2024-10-05,2024-10-08,2024-11-21,3,14,3,44,64,True,False,Sep,9,Q3
TXN0122,PR0122,PO0122,GR0122,INV0122,V008,CoreTrade Inc,Raw Materials,Logistics,49,28623.04,1402528.96,2024-02-08,2024-02-18,2024-03-10,2024-03-12,2024-03-17,2024-05-21,10,23,5,65,103,False,False,Feb,2,Q1
TXN0123,PR0123,PO0123,GR0123,INV0123,V002,GlobalProcure Inc,Raw Materials,Logistics,31,22668.2,702714.2,2024-06-10,2024-06-15,2024-06-30,2024-07-02,2024-07-05,2024-08-23,5,17,3,49,74,False,False,Jun,6,Q2
TXN0124,PR0124,PO0124,GR0124,INV0124,V001,TechSupply Pvt Ltd,Utilities,Finance,24,25792.42,619018.08,2024-08-24,2024-08-26,2024-09-22,2024-09-27,2024-10-04,2024-11-10,2,32,7,37,78,False,True,Aug,8,Q3
TXN0125,PR0125,PO0125,GR0125,INV0125,V008,CoreTrade Inc,Consumables,Finance,37,6692.46,247621.02,2024-08-24,2024-08-30,2024-09-25,2024-09-25,2024-09-27,2024-12-05,6,26,2,69,103,True,False,Aug,8,Q3
TXN0126,PR0126,PO0126,GR0126,INV0126,V009,BrightSource Co,Professional Services,IT,42,51060.6,2144545.2,2024-02-22,2024-02-26,2024-03-26,2024-03-26,2024-03-30,2024-05-14,4,29,4,45,82,True,False,Feb,2,Q1
TXN0127,PR0127,PO0127,GR0127,INV0127,V007,ZenithSupplies Ltd,Professional Services,HR,27,159403.66,4303898.82,2024-07-05,2024-07-15,2024-07-23,2024-07-28,2024-08-03,2024-09-07,10,13,6,35,64,False,False,Jul,7,Q3
TXN0128,PR0128,PO0128,GR0128,INV0128,V005,NexaVendors Corp,Marketing,R&D,17,89058.17,1513988.89,2024-02-18,2024-02-28,2024-03-10,2024-03-10,2024-03-15,2024-04-20,10,11,5,36,62,True,False,Feb,2,Q1
TXN0129,PR0129,PO0129,GR0129,INV0129,V010,Pinnacle Supplies,Software Licenses,Operations,46,94420.2,4343329.2,2024-06-07,2024-06-12,2024-07-06,2024-07-06,2024-07-13,2024-08-11,5,24,7,29,65,True,False,Jun,6,Q2
TXN0130,PR0130,PO0130,GR0130,INV0130,V009,BrightSource Co,Office Supplies,R&D,24,287.51,6900.24,2024-09-26,2024-10-01,2024-10-13,2024-10-23,2024-10-26,2024-12-20,5,22,3,55,85,False,False,Sep,9,Q3
TXN0131,PR0131,PO0131,GR0131,INV0131,V003,SwiftLogistics Co,Logistics,Operations,5,27184.41,135922.05,2024-04-08,2024-04-10,2024-05-03,2024-05-08,2024-05-15,2024-06-10,2,28,7,26,63,False,False,Apr,4,Q2
TXN0132,PR0132,PO0132,GR0132,INV0132,V010,Pinnacle Supplies,Consumables,Operations,25,1965.4,49135.0,2024-06-21,2024-06-24,2024-07-23,2024-07-28,2024-08-04,2024-09-12,3,34,7,39,83,False,False,Jun,6,Q2
TXN0133,PR0133,PO0133,GR0133,INV0133,V004,PrimeMaterials Ltd,Software Licenses,Marketing,29,64953.59,1883654.11,2024-01-23,2024-01-31,2024-02-14,2024-02-16,2024-02-19,2024-04-29,8,16,3,70,97,False,False,Jan,1,Q1
TXN0134,PR0134,PO0134,GR0134,INV0134,V008,CoreTrade Inc,Professional Services,Logistics,50,70718.91,3535945.5,2024-04-09,2024-04-16,2024-05-09,2024-05-11,2024-05-13,2024-07-11,7,25,2,59,93,False,False,Apr,4,Q2
TXN0135,PR0135,PO0135,GR0135,INV0135,V006,AlphaGoods Pvt Ltd,IT Equipment,Logistics,36,141129.63,5080666.68,2024-05-08,2024-05-17,2024-05-27,2024-05-27,2024-06-03,2024-07-27,9,10,7,54,80,True,False,May,5,Q2
TXN0136,PR0136,PO0136,GR0136,INV0136,V002,GlobalProcure Inc,Raw Materials,R&D,15,41018.46,615276.9,2024-09-19,2024-09-25,2024-10-02,2024-10-02,2024-10-06,2024-11-22,6,7,4,47,64,True,False,Sep,9,Q3
TXN0137,PR0137,PO0137,GR0137,INV0137,V004,PrimeMaterials Ltd,Office Supplies,Marketing,2,1729.69,3459.38,2024-07-16,2024-07-18,2024-08-16,2024-08-18,2024-08-25,2024-10-20,2,31,7,56,96,False,False,Jul,7,Q3
TXN0138,PR0138,PO0138,GR0138,INV0138,V008,CoreTrade Inc,Utilities,Operations,29,20383.71,591127.59,2024-05-26,2024-05-28,2024-06-04,2024-06-04,2024-06-11,2024-08-18,2,7,7,68,84,True,False,May,5,Q2
TXN0139,PR0139,PO0139,GR0139,INV0139,V005,NexaVendors Corp,Maintenance,Procurement,8,4766.73,38133.84,2024-02-26,2024-03-04,2024-03-31,2024-04-05,2024-04-09,2024-05-19,7,32,4,40,83,False,True,Feb,2,Q1
TXN0140,PR0140,PO0140,GR0140,INV0140,V003,SwiftLogistics Co,IT Equipment,Procurement,19,72947.25,1385997.75,2024-10-01,2024-10-11,2024-10-29,2024-10-29,2024-11-02,2024-11-29,10,18,4,27,59,True,False,Oct,10,Q4
TXN0141,PR0141,PO0141,GR0141,INV0141,V009,BrightSource Co,Professional Services,IT,35,111318.99,3896164.65,2024-09-25,2024-10-04,2024-10-28,2024-10-26,2024-11-02,2024-12-24,9,22,7,52,90,True,False,Sep,9,Q3
TXN0142,PR0142,PO0142,GR0142,INV0142,V006,AlphaGoods Pvt Ltd,Maintenance,Finance,5,15757.69,78788.45,2024-07-10,2024-07-12,2024-08-06,2024-08-08,2024-08-11,2024-10-01,2,27,3,51,83,False,False,Jul,7,Q3
TXN0143,PR0143,PO0143,GR0143,INV0143,V008,CoreTrade Inc,Raw Materials,Logistics,41,9931.62,407196.42,2024-06-22,2024-06-25,2024-07-04,2024-07-06,2024-07-10,2024-09-09,3,11,4,61,79,False,True,Jun,6,Q2
TXN0144,PR0144,PO0144,GR0144,INV0144,V006,AlphaGoods Pvt Ltd,Logistics,Finance,20,43653.77,873075.4,2024-01-23,2024-02-01,2024-02-23,2024-02-23,2024-03-01,2024-04-19,9,22,7,49,87,True,False,Jan,1,Q1
TXN0145,PR0145,PO0145,GR0145,INV0145,V005,NexaVendors Corp,IT Equipment,Marketing,8,122911.23,983289.84,2024-07-01,2024-07-08,2024-07-27,2024-07-29,2024-08-02,2024-09-01,7,21,4,30,62,False,False,Jul,7,Q3
TXN0146,PR0146,PO0146,GR0146,INV0146,V009,BrightSource Co,Utilities,Marketing,18,25028.7,450516.6,2024-09-11,2024-09-18,2024-09-27,2024-09-27,2024-10-04,2024-11-22,7,9,7,49,72,True,False,Sep,9,Q3
TXN0147,PR0147,PO0147,GR0147,INV0147,V006,AlphaGoods Pvt Ltd,Office Supplies,IT,43,1619.07,69620.01,2024-06-13,2024-06-21,2024-07-17,2024-07-19,2024-07-21,2024-09-10,8,28,2,51,89,False,False,Jun,6,Q2
TXN0148,PR0148,PO0148,GR0148,INV0148,V010,Pinnacle Supplies,IT Equipment,Marketing,28,52064.97,1457819.16,2024-08-16,2024-08-17,2024-08-26,2024-08-28,2024-09-01,2024-10-01,1,11,4,30,46,False,False,Aug,8,Q3
TXN0149,PR0149,PO0149,GR0149,INV0149,V001,TechSupply Pvt Ltd,Raw Materials,Logistics,9,4294.43,38649.87,2024-01-16,2024-01-22,2024-02-09,2024-02-09,2024-02-14,2024-03-14,6,18,5,29,58,True,True,Jan,1,Q1
TXN0150,PR0150,PO0150,GR0150,INV0150,V008,CoreTrade Inc,Professional Services,Marketing,49,33839.38,1658129.62,2024-08-18,2024-08-21,2024-09-13,2024-09-13,2024-09-16,2024-11-17,3,23,3,62,91,True,False,Aug,8,Q3
TXN0151,PR0151,PO0151,GR0151,INV0151,V008,CoreTrade Inc,IT Equipment,Operations,34,67243.3,2286272.2,2024-02-28,2024-03-08,2024-03-18,2024-03-18,2024-03-21,2024-05-21,9,10,3,61,83,True,False,Feb,2,Q1
TXN0152,PR0152,PO0152,GR0152,INV0152,V002,GlobalProcure Inc,Utilities,Procurement,9,26320.66,236885.94,2024-05-26,2024-06-03,2024-06-15,2024-06-20,2024-06-24,2024-08-13,8,17,4,50,79,False,False,May,5,Q2
TXN0153,PR0153,PO0153,GR0153,INV0153,V005,NexaVendors Corp,Office Supplies,HR,11,3616.68,39783.48,2024-06-26,2024-06-29,2024-07-17,2024-07-19,2024-07-20,2024-08-18,3,20,1,29,53,False,False,Jun,6,Q2
TXN0154,PR0154,PO0154,GR0154,INV0154,V006,AlphaGoods Pvt Ltd,Utilities,Finance,36,19306.94,695049.84,2024-05-01,2024-05-09,2024-06-02,2024-06-02,2024-06-03,2024-07-25,8,24,1,52,85,True,True,May,5,Q2
TXN0155,PR0155,PO0155,GR0155,INV0155,V007,ZenithSupplies Ltd,Marketing,R&D,37,16260.08,601622.96,2024-09-02,2024-09-08,2024-10-05,2024-10-03,2024-10-07,2024-11-12,6,25,4,36,71,True,False,Sep,9,Q3
TXN0156,PR0156,PO0156,GR0156,INV0156,V003,SwiftLogistics Co,Marketing,Operations,28,64320.74,1800980.72,2024-03-06,2024-03-07,2024-03-17,2024-03-19,2024-03-22,2024-04-26,1,12,3,35,51,False,False,Mar,3,Q1
TXN0157,PR0157,PO0157,GR0157,INV0157,V002,GlobalProcure Inc,Professional Services,HR,17,55334.35,940683.95,2024-04-25,2024-05-04,2024-05-19,2024-05-19,2024-05-22,2024-07-03,9,15,3,42,69,True,False,Apr,4,Q2
TXN0158,PR0158,PO0158,GR0158,INV0158,V003,SwiftLogistics Co,Raw Materials,Operations,43,31599.48,1358777.64,2024-09-14,2024-09-24,2024-10-11,2024-10-16,2024-10-21,2024-11-15,10,22,5,25,62,False,True,Sep,9,Q3
TXN0159,PR0159,PO0159,GR0159,INV0159,V004,PrimeMaterials Ltd,IT Equipment,HR,50,92238.52,4611926.0,2024-02-11,2024-02-21,2024-03-19,2024-03-17,2024-03-23,2024-05-26,10,25,6,64,105,True,False,Feb,2,Q1
TXN0160,PR0160,PO0160,GR0160,INV0160,V005,NexaVendors Corp,Logistics,R&D,30,10472.98,314189.4,2024-09-04,2024-09-05,2024-09-17,2024-09-17,2024-09-21,2024-10-26,1,12,4,35,52,True,False,Sep,9,Q3
TXN0161,PR0161,PO0161,GR0161,INV0161,V006,AlphaGoods Pvt Ltd,Professional Services,Marketing,26,43537.91,1131985.66,2024-03-14,2024-03-20,2024-04-12,2024-04-14,2024-04-17,2024-05-30,6,25,3,43,77,False,False,Mar,3,Q1
TXN0162,PR0162,PO0162,GR0162,INV0162,V003,SwiftLogistics Co,Utilities,Procurement,7,6265.13,43855.91,2024-05-16,2024-05-23,2024-06-18,2024-06-18,2024-06-25,2024-07-30,7,26,7,35,75,True,False,May,5,Q2
TXN0163,PR0163,PO0163,GR0163,INV0163,V008,CoreTrade Inc,Logistics,Operations,33,40011.13,1320367.29,2024-06-09,2024-06-14,2024-07-06,2024-07-04,2024-07-08,2024-09-08,5,20,4,62,91,True,False,Jun,6,Q2
TXN0164,PR0164,PO0164,GR0164,INV0164,V001,TechSupply Pvt Ltd,Consumables,Marketing,4,3172.89,12691.56,2024-04-20,2024-04-30,2024-05-27,2024-05-29,2024-06-01,2024-06-29,10,29,3,28,70,False,False,Apr,4,Q2
TXN0165,PR0165,PO0165,GR0165,INV0165,V006,AlphaGoods Pvt Ltd,Raw Materials,HR,49,20759.45,1017213.05,2024-08-08,2024-08-09,2024-08-28,2024-08-26,2024-08-31,2024-10-19,1,17,5,49,72,True,False,Aug,8,Q3
TXN0166,PR0166,PO0166,GR0166,INV0166,V009,BrightSource Co,Software Licenses,Logistics,18,84278.02,1517004.36,2024-02-07,2024-02-17,2024-03-16,2024-03-18,2024-03-20,2024-05-11,10,30,2,52,94,False,False,Feb,2,Q1
TXN0167,PR0167,PO0167,GR0167,INV0167,V003,SwiftLogistics Co,Professional Services,Marketing,13,128443.33,1669763.29,2024-07-10,2024-07-17,2024-08-09,2024-08-07,2024-08-08,2024-09-12,7,21,1,35,64,True,False,Jul,7,Q3
TXN0168,PR0168,PO0168,GR0168,INV0168,V003,SwiftLogistics Co,Marketing,Logistics,39,108030.75,4213199.25,2024-08-30,2024-09-02,2024-09-19,2024-09-29,2024-10-02,2024-11-05,3,27,3,34,67,False,False,Aug,8,Q3
TXN0169,PR0169,PO0169,GR0169,INV0169,V010,Pinnacle Supplies,Marketing,Logistics,20,61187.97,1223759.4,2024-06-21,2024-06-22,2024-07-10,2024-07-10,2024-07-11,2024-08-14,1,18,1,34,54,True,False,Jun,6,Q2
TXN0170,PR0170,PO0170,GR0170,INV0170,V005,NexaVendors Corp,Consumables,Logistics,42,7937.59,333378.78,2024-01-14,2024-01-24,2024-02-18,2024-02-18,2024-02-19,2024-03-20,10,25,1,30,66,True,False,Jan,1,Q1
TXN0171,PR0171,PO0171,GR0171,INV0171,V003,SwiftLogistics Co,Consumables,R&D,44,2800.87,123238.28,2024-09-25,2024-10-05,2024-11-03,2024-11-03,2024-11-04,2024-12-12,10,29,1,38,78,True,False,Sep,9,Q3
TXN0172,PR0172,PO0172,GR0172,INV0172,V007,ZenithSupplies Ltd,Software Licenses,Procurement,33,79747.51,2631667.83,2024-03-18,2024-03-26,2024-04-25,2024-04-27,2024-05-03,2024-06-03,8,32,6,31,77,False,False,Mar,3,Q1
TXN0173,PR0173,PO0173,GR0173,INV0173,V006,AlphaGoods Pvt Ltd,Utilities,R&D,12,16491.59,197899.08,2024-06-15,2024-06-24,2024-07-11,2024-07-13,2024-07-19,2024-09-05,9,19,6,48,82,False,False,Jun,6,Q2
TXN0174,PR0174,PO0174,GR0174,INV0174,V005,NexaVendors Corp,Logistics,Procurement,36,27387.44,985947.84,2024-09-04,2024-09-09,2024-09-25,2024-09-27,2024-10-03,2024-11-07,5,18,6,35,64,False,False,Sep,9,Q3
TXN0175,PR0175,PO0175,GR0175,INV0175,V005,NexaVendors Corp,Professional Services,HR,8,123225.82,985806.56,2024-09-02,2024-09-11,2024-09-30,2024-10-05,2024-10-09,2024-11-07,9,24,4,29,66,False,False,Sep,9,Q3
TXN0176,PR0176,PO0176,GR0176,INV0176,V002,GlobalProcure Inc,IT Equipment,HR,23,139741.3,3214049.9,2024-05-28,2024-06-02,2024-07-02,2024-07-02,2024-07-04,2024-08-21,5,30,2,48,85,True,False,May,5,Q2
TXN0177,PR0177,PO0177,GR0177,INV0177,V010,Pinnacle Supplies,Raw Materials,IT,48,29754.69,1428225.12,2024-05-19,2024-05-23,2024-05-31,2024-06-02,2024-06-07,2024-07-09,4,10,5,32,51,False,False,May,5,Q2
TXN0178,PR0178,PO0178,GR0178,INV0178,V006,AlphaGoods Pvt Ltd,Office Supplies,R&D,46,2467.54,113506.84,2024-01-27,2024-01-30,2024-02-06,2024-02-16,2024-02-18,2024-04-13,3,17,2,55,77,False,False,Jan,1,Q1
TXN0179,PR0179,PO0179,GR0179,INV0179,V006,AlphaGoods Pvt Ltd,Logistics,HR,19,53442.34,1015404.46,2024-09-01,2024-09-03,2024-09-30,2024-10-02,2024-10-07,2024-11-17,2,29,5,41,77,False,False,Sep,9,Q3
TXN0180,PR0180,PO0180,GR0180,INV0180,V001,TechSupply Pvt Ltd,Software Licenses,Operations,26,80916.46,2103827.96,2024-03-30,2024-04-02,2024-05-02,2024-05-12,2024-05-15,2024-06-09,3,40,3,25,71,False,False,Mar,3,Q1
TXN0181,PR0181,PO0181,GR0181,INV0181,V006,AlphaGoods Pvt Ltd,Consumables,IT,19,4816.32,91510.08,2024-06-01,2024-06-10,2024-07-03,2024-07-03,2024-07-05,2024-08-28,9,23,2,54,88,True,False,Jun,6,Q2
TXN0182,PR0182,PO0182,GR0182,INV0182,V006,AlphaGoods Pvt Ltd,Logistics,IT,11,59833.94,658173.34,2024-05-19,2024-05-24,2024-06-22,2024-06-22,2024-06-28,2024-08-16,5,29,6,49,89,True,False,May,5,Q2
TXN0183,PR0183,PO0183,GR0183,INV0183,V007,ZenithSupplies Ltd,Raw Materials,R&D,33,17068.41,563257.53,2024-04-08,2024-04-15,2024-05-13,2024-05-11,2024-05-13,2024-06-14,7,26,2,32,67,True,False,Apr,4,Q2
TXN0184,PR0184,PO0184,GR0184,INV0184,V004,PrimeMaterials Ltd,Maintenance,R&D,29,30889.0,895781.0,2024-01-04,2024-01-10,2024-01-26,2024-01-28,2024-02-02,2024-04-08,6,18,5,66,95,False,True,Jan,1,Q1
TXN0185,PR0185,PO0185,GR0185,INV0185,V008,CoreTrade Inc,IT Equipment,IT,20,36561.77,731235.4,2024-04-30,2024-05-09,2024-06-07,2024-06-12,2024-06-18,2024-08-21,9,34,6,64,113,False,True,Apr,4,Q2
TXN0186,PR0186,PO0186,GR0186,INV0186,V004,PrimeMaterials Ltd,Consumables,Procurement,9,5042.73,45384.57,2024-07-07,2024-07-15,2024-08-14,2024-08-24,2024-08-27,2024-11-05,8,40,3,70,121,False,False,Jul,7,Q3
TXN0187,PR0187,PO0187,GR0187,INV0187,V010,Pinnacle Supplies,Logistics,Procurement,6,44413.0,266478.0,2024-10-02,2024-10-11,2024-11-09,2024-11-09,2024-11-14,2024-12-15,9,29,5,31,74,True,True,Oct,10,Q4
TXN0188,PR0188,PO0188,GR0188,INV0188,V006,AlphaGoods Pvt Ltd,Raw Materials,Operations,34,22650.19,770106.46,2024-10-01,2024-10-05,2024-11-03,2024-11-05,2024-11-06,2024-12-30,4,31,1,54,90,False,False,Oct,10,Q4
TXN0189,PR0189,PO0189,GR0189,INV0189,V009,BrightSource Co,Utilities,Operations,27,16419.96,443338.92,2024-01-29,2024-01-30,2024-02-23,2024-02-23,2024-03-01,2024-04-10,1,24,7,40,72,True,False,Jan,1,Q1
TXN0190,PR0190,PO0190,GR0190,INV0190,V004,PrimeMaterials Ltd,Maintenance,Finance,38,5702.09,216679.42,2024-07-21,2024-07-28,2024-08-15,2024-08-17,2024-08-22,2024-10-18,7,20,5,57,89,False,False,Jul,7,Q3
TXN0191,PR0191,PO0191,GR0191,INV0191,V007,ZenithSupplies Ltd,IT Equipment,HR,12,118811.23,1425734.76,2024-08-29,2024-09-05,2024-09-23,2024-10-03,2024-10-07,2024-11-13,7,28,4,37,76,False,False,Aug,8,Q3
TXN0192,PR0192,PO0192,GR0192,INV0192,V006,AlphaGoods Pvt Ltd,Office Supplies,Operations,8,1056.67,8453.36,2024-07-11,2024-07-20,2024-08-08,2024-08-10,2024-08-16,2024-09-25,9,21,6,40,76,False,False,Jul,7,Q3
TXN0193,PR0193,PO0193,GR0193,INV0193,V009,BrightSource Co,Maintenance,Logistics,28,22681.54,635083.12,2024-01-12,2024-01-16,2024-01-30,2024-01-30,2024-02-01,2024-03-15,4,14,2,43,63,True,False,Jan,1,Q1
TXN0194,PR0194,PO0194,GR0194,INV0194,V004,PrimeMaterials Ltd,Software Licenses,Finance,14,16056.18,224786.52,2024-01-17,2024-01-27,2024-02-04,2024-02-04,2024-02-10,2024-04-06,10,8,6,56,80,True,False,Jan,1,Q1
TXN0195,PR0195,PO0195,GR0195,INV0195,V008,CoreTrade Inc,IT Equipment,R&D,15,87867.57,1318013.55,2024-05-05,2024-05-06,2024-05-17,2024-05-19,2024-05-22,2024-07-26,1,13,3,65,82,False,False,May,5,Q2
TXN0196,PR0196,PO0196,GR0196,INV0196,V003,SwiftLogistics Co,Logistics,HR,43,44093.83,1896034.69,2024-06-13,2024-06-20,2024-07-06,2024-07-06,2024-07-11,2024-08-10,7,16,5,30,58,True,False,Jun,6,Q2
TXN0197,PR0197,PO0197,GR0197,INV0197,V001,TechSupply Pvt Ltd,Marketing,Logistics,23,113457.68,2609526.64,2024-08-06,2024-08-13,2024-09-05,2024-09-05,2024-09-09,2024-10-13,7,23,4,34,68,True,False,Aug,8,Q3
TXN0198,PR0198,PO0198,GR0198,INV0198,V004,PrimeMaterials Ltd,Raw Materials,Logistics,15,15736.08,236041.2,2024-07-11,2024-07-14,2024-08-04,2024-08-14,2024-08-19,2024-10-26,3,31,5,68,107,False,False,Jul,7,Q3
TXN0199,PR0199,PO0199,GR0199,INV0199,V004,PrimeMaterials Ltd,Raw Materials,R&D,17,10963.5,186379.5,2024-09-28,2024-09-30,2024-10-21,2024-10-26,2024-10-27,2024-12-27,2,26,1,61,90,False,False,Sep,9,Q3
TXN0200,PR0200,PO0200,GR0200,INV0200,V010,Pinnacle Supplies,Maintenance,R&D,39,4463.26,174067.14,2024-01-27,2024-01-29,2024-02-11,2024-02-16,2024-02-21,2024-03-23,2,18,5,31,56,False,False,Jan,1,Q1
TXN0201,PR0201,PO0201,GR0201,INV0201,V005,NexaVendors Corp,Logistics,Marketing,1,20885.58,20885.58,2024-09-02,2024-09-06,2024-10-06,2024-10-06,2024-10-13,2024-11-14,4,30,7,32,73,True,False,Sep,9,Q3
TXN0202,PR0202,PO0202,GR0202,INV0202,V009,BrightSource Co,Software Licenses,Procurement,21,79796.25,1675721.25,2024-04-14,2024-04-21,2024-05-12,2024-05-14,2024-05-17,2024-07-07,7,23,3,51,84,False,False,Apr,4,Q2
TXN0203,PR0203,PO0203,GR0203,INV0203,V002,GlobalProcure Inc,Utilities,Logistics,47,16737.26,786651.22,2024-09-19,2024-09-25,2024-10-08,2024-10-08,2024-10-12,2024-11-28,6,13,4,47,70,True,True,Sep,9,Q3
TXN0204,PR0204,PO0204,GR0204,INV0204,V009,BrightSource Co,IT Equipment,HR,38,93184.3,3541003.4,2024-03-15,2024-03-22,2024-04-07,2024-04-07,2024-04-10,2024-05-27,7,16,3,47,73,True,False,Mar,3,Q1
TXN0205,PR0205,PO0205,GR0205,INV0205,V005,NexaVendors Corp,Marketing,Marketing,49,100018.3,4900896.7,2024-09-12,2024-09-20,2024-10-11,2024-10-11,2024-10-18,2024-11-16,8,21,7,29,65,True,False,Sep,9,Q3
TXN0206,PR0206,PO0206,GR0206,INV0206,V009,BrightSource Co,Raw Materials,Finance,3,42114.36,126343.08,2024-09-07,2024-09-09,2024-10-07,2024-10-05,2024-10-06,2024-11-22,2,26,1,47,76,True,False,Sep,9,Q3
TXN0207,PR0207,PO0207,GR0207,INV0207,V004,PrimeMaterials Ltd,Raw Materials,Finance,33,23344.47,770367.51,2024-02-04,2024-02-05,2024-03-02,2024-03-04,2024-03-09,2024-05-18,1,28,5,70,104,False,False,Feb,2,Q1
TXN0208,PR0208,PO0208,GR0208,INV0208,V001,TechSupply Pvt Ltd,IT Equipment,R&D,2,86471.38,172942.76,2024-01-09,2024-01-14,2024-02-07,2024-02-17,2024-02-18,2024-03-27,5,34,1,38,78,False,False,Jan,1,Q1
TXN0209,PR0209,PO0209,GR0209,INV0209,V009,BrightSource Co,Office Supplies,IT,10,1356.65,13566.5,2024-04-01,2024-04-11,2024-05-04,2024-05-04,2024-05-07,2024-06-28,10,23,3,52,88,True,False,Apr,4,Q2
TXN0210,PR0210,PO0210,GR0210,INV0210,V008,CoreTrade Inc,Professional Services,R&D,37,63777.42,2359764.54,2024-02-10,2024-02-14,2024-03-01,2024-03-03,2024-03-10,2024-05-05,4,18,7,56,85,False,True,Feb,2,Q1
TXN0211,PR0211,PO0211,GR0211,INV0211,V007,ZenithSupplies Ltd,Software Licenses,R&D,36,52840.46,1902256.56,2024-02-17,2024-02-18,2024-03-18,2024-03-18,2024-03-22,2024-04-26,1,29,4,35,69,True,False,Feb,2,Q1
